Region,Model,Reserve Time,Initial Valve Estimate,Quarter,Order Date,,,,
EU,256GB,1626523252,Q1,Q2,1652719243,,,,
EU,256GB,1626523644,Q1,Q2,1652719239,,,,
EU,256GB,1626525166,Q1,Q2,1652719080,,,,
EU,256GB,1626531945,Q1,Q2,1652719365,,,,
US,256GB,1626455764,Q2,Q2,1649349360,,,,
US,256GB,1626455820,Q2,Q2,1649351820,,,,
US,256GB,1626455882,Q2,Q2,1649349542,,,,
US,256GB,1626455896,Q2,Q2,1649349600,,,,
US,256GB,1626455897,Q2,Q2,1649348640,,,,
US,256GB,1626455909,Q2,Q2,1649362555,,,,
US,256GB,1626455914,Q2,Q2,1649696400,,,,
US,256GB,1626456029,Q2,Q2,1649694821,,,,
US,256GB,1626456113,Q2,Q2,1649695191,,,,
US,256GB,1626456116,Q2,Q2,1649694985,,,,
US,256GB,1626456134,Q2,Q2,1649954347,,,,
US,256GB,1626456178,Q2,Q2,1649936160,,,,
US,256GB,1626456180,Q2,Q2,1649954240,,,,
US,256GB,1626456182,Q2,Q2,1649953429,,,,
US,256GB,1626456186,Q2,Q2,1649954346,,,,
US,256GB,1626456188,Q2,Q2,1649954085,,,,
US,256GB,1626456196,Q2,Q2,1649954400,,,,
US,256GB,1626456303,Q2,Q2,1649954100,,,,
US,256GB,1626456306,Q2,Q2,1649943417,,,,
US,256GB,1626456336,Q2,Q2,1650305996,,,,
US,256GB,1626456341,Q2,Q2,1650274561,,,,
US,256GB,1626456348,Q2,Q2,1650300060,,,,
US,256GB,1626456349,Q2,Q2,1650309783,,,,
US,256GB,1626456360,Q2,Q2,1649090160,,,,
US,256GB,1626456465,Q2,Q2,1650299790,,,,
US,256GB,1626456494,Q2,Q2,1650299640,,,,
US,256GB,1626456571,Q2,Q2,1650299940,,,,
US,256GB,1626456708,Q2,Q2,1650558780,,,,
US,256GB,1626456722,Q2,Q2,1650562391,,,,
US,256GB,1626456963,Q2,Q2,1650558899,,,,
US,256GB,1626456964,Q2,Q2,1650558933,,,,
US,256GB,1626456965,Q2,Q2,1650558600,,,,
US,256GB,1626456965,Q2,Q2,1650559523,,,,
US,256GB,1626456970,Q2,Q2,1650559062,,,,
US,256GB,1626456973,Q2,Q2,1650558742,,,,
US,256GB,1626456985,Q2,Q2,1650558660,,,,
US,256GB,1626456996,Q2,Q2,1650559740,,,,
US,256GB,1626456997,Q2,Q2,1650558600,,,,
US,256GB,1626457020,Q2,Q2,1650913547,,,,
US,256GB,1626457058,Q2,Q2,1650905027,,,,
US,256GB,1626457238,Q2,Q2,1650890640,,,,
US,256GB,1626457260,Q2,Q2,1650904680,,,,
US,256GB,1626457282,Q2,Q2,1650904440,,,,
US,256GB,1626457286,Q2,Q2,1650910437,,,,
US,256GB,1626457291,Q2,Q2,1650927550,,,,
US,256GB,1626457296,Q2,Q2,1650904380,,,,
US,256GB,1626457297,Q2,Q2,1650905386,,,,
US,256GB,1626457297,Q2,Q2,1650904800,,,,
US,256GB,1626457373,Q2,Q2,1650905222,,,,
US,256GB,1626457634,Q2,Q2,1651163610,,,,
US,256GB,1626457637,Q2,Q2,1651164017,,,,
US,256GB,1626457652,Q2,Q2,1651164322,,,,
US,256GB,1626457820,Q2,Q2,1651163820,,,,
US,256GB,1626458066,Q2,Q2,1651166483,,,,
US,256GB,1626458100,Q2,Q2,1651163940,,,,
US,256GB,1626458146,Q2,Q2,1651163580,,,,
US,256GB,1626458160,Q2,Q2,1651163841,,,,
US,256GB,1626458161,Q2,Q2,1651166280,,,,
US,256GB,1626458394,Q2,Q2,1651509300,,,,
US,256GB,1626458419,Q2,Q2,1651509240,,,,
US,256GB,1626458426,Q2,Q2,1651519633,,,,
US,256GB,1626458580,Q2,Q2,1651509720,,,,
US,256GB,1626458601,Q2,Q2,1651509261,,,,
US,256GB,1626458603,Q2,Q2,1651508640,,,,
US,256GB,1626458613,Q2,Q2,1651511233,,,,
US,256GB,1626458636,Q2,Q2,1651510371,,,,
US,256GB,1626458700,Q2,Q2,1651509240,,,,
US,256GB,1626458736,Q2,Q2,1651509480,,,,
US,256GB,1626458738,Q2,Q2,1651509540,,,,
US,256GB,1626458738,Q2,Q2,1651523157,,,,
US,256GB,1626458751,Q2,Q2,1651509610,,,,
US,256GB,1626458816,Q2,Q2,1651509476,,,,
US,256GB,1626458873,Q2,Q2,1651509300,,,,
US,256GB,1626459011,Q2,Q2,1651509360,,,,
US,256GB,1626459071,Q2,Q2,1651509300,,,,
US,256GB,1626459108,Q2,Q2,1651509300,,,,
US,256GB,1626459111,Q2,Q2,1651509397,,,,
US,256GB,1626459120,Q2,Q2,1651768500,,,,
US,256GB,1626459120,Q2,Q2,1652114100,,,,
US,256GB,1626459125,Q2,Q2,1651769123,,,,
US,256GB,1626459142,Q2,Q2,1651768720,,,,
US,256GB,1626459146,Q2,Q2,1651768721,,,,
US,256GB,1626459164,Q2,Q2,1651768740,,,,
US,256GB,1626459360,Q2,Q2,1651768860,,,,
US,256GB,1626459360,Q2,Q2,1651768620,,,,
US,256GB,1626459367,Q2,Q2,1651768800,,,,
US,256GB,1626459371,Q2,Q2,1651773117,,,,
US,256GB,1626459378,Q2,Q2,1651769118,,,,
US,256GB,1626459388,Q2,Q2,1651771315,,,,
US,256GB,1626459396,Q2,Q2,1651769040,,,,
US,256GB,1626459397,Q2,Q2,1651768740,,,,
US,256GB,1626459417,Q2,Q2,1651769162,,,,
US,256GB,1626459420,Q2,Q2,1652114160,,,,
US,256GB,1626459442,Q2,Q2,1652121453,,,,
US,256GB,1626459506,Q2,Q2,1652073313,,,,
US,256GB,1626459629,Q2,Q2,1652128800,,,,
US,256GB,1626459858,Q2,Q2,1652114460,,,,
US,256GB,1626459882,Q2,Q2,1652110800,,,,
US,256GB,1626459889,Q2,Q2,1652121116,,,,
US,256GB,1626459900,Q2,Q2,1652114400,,,,
US,256GB,1626459902,Q2,Q2,1652114640,,,,
US,256GB,1626460053,Q2,Q2,1652114040,,,,
US,256GB,1626460055,Q2,Q2,1652114340,,,,
US,256GB,1626460072,Q2,Q2,1652113800,,,,
US,256GB,1626460366,Q2,Q2,1652114340,,,,
US,256GB,1626460371,Q2,Q2,1652114151,,,,
US,256GB,1626460390,Q2,Q2,1652114651,,,,
US,256GB,1626460401,Q2,Q2,1652116008,,,,
US,256GB,1626460479,Q2,Q2,1652373510,,,,
US,256GB,1626460517,Q2,Q2,1652373277,,,,
US,256GB,1626460564,Q2,Q2,1652374572,,,,
US,256GB,1626460579,Q2,Q2,1652373442,,,,
US,256GB,1626460592,Q2,Q2,1652373493,,,,
US,256GB,1626460686,Q2,Q2,1652373674,,,,
US,256GB,1626461143,Q2,Q2,1652373241,,,,
US,256GB,1626461145,Q2,Q2,1652377928,,,,
US,256GB,1626461428,Q2,Q2,1652373420,,,,
US,256GB,1626461605,Q2,Q2,1652719260,,,,
US,256GB,1626461650,Q2,Q2,1652718910,,,,
US,256GB,1626461653,Q2,Q2,1652719810,,,,
US,256GB,1626461858,Q2,Q2,1652718900,,,,
US,256GB,1626462014,Q2,Q2,1652719440,,,,
US,256GB,1626462134,Q2,Q2,1652719020,,,,
US,256GB,1626462137,Q2,Q2,1652719002,,,,
US,256GB,1626462239,Q2,Q2,1652719124,,,,
US,512GB,1626455274,Q2,Q2,1649349939,,,,
US,512GB,1626455286,Q2,Q2,1649350020,,,,
US,512GB,1626455289,Q2,Q2,1649350200,,,,
US,512GB,1626455340,Q2,Q2,1649349900,,,,
US,512GB,1626455460,Q2,Q2,1649695440,,,,
US,512GB,1626455490,Q2,Q2,1649695756,,,,
US,512GB,1626455502,Q2,Q2,1649695740,,,,
US,512GB,1626455520,Q2,Q2,1649695500,,,,
US,512GB,1626455520,Q2,Q2,1649695380,,,,
US,512GB,1626455525,Q2,Q2,1649677762,,,,
US,512GB,1626455527,Q2,Q2,1649695492,,,,
US,512GB,1626455532,Q2,Q2,1649696040,,,,
US,512GB,1626455533,Q2,Q2,1649695210,,,,
US,512GB,1626455581,Q2,Q2,1649957293,,,,
US,512GB,1626455593,Q2,Q2,1649954760,,,,
US,512GB,1626455611,Q2,Q2,1649955169,,,,
US,512GB,1626455621,Q2,Q2,1650300960,,,,
US,512GB,1626455623,Q2,Q2,1650300540,,,,
US,512GB,1626455626,Q2,Q2,1650301156,,,,
US,512GB,1626455627,Q2,Q2,1650300575,,,,
US,512GB,1626455627,Q2,Q2,1650300370,,,,
US,512GB,1626455661,Q2,Q2,1650301990,,,,
US,512GB,1626455665,Q2,Q2,1650300780,,,,
US,512GB,1626455674,Q2,Q2,1650558969,,,,
US,512GB,1626455676,Q2,Q2,1650559500,,,,
US,512GB,1626455686,Q2,Q2,1650558960,,,,
US,512GB,1626455688,Q2,Q2,1650562329,,,,
US,512GB,1626455690,Q2,Q2,1650559080,,,,
US,512GB,1626455699,Q2,Q2,1650559020,,,,
US,512GB,1626455741,Q2,Q2,1650558960,,,,
US,512GB,1626455750,Q2,Q2,1650558970,,,,
US,512GB,1626455758,Q2,Q2,1650559380,,,,
US,512GB,1626455759,Q2,Q2,1650558720,,,,
US,512GB,1626455761,Q2,Q2,1650924006,,,,
US,512GB,1626455761,Q2,Q2,1650905280,,,,
US,512GB,1626455764,Q2,Q2,1650892320,,,,
US,512GB,1626455765,Q2,Q2,1650927940,,,,
US,512GB,1626455766,Q2,Q2,1650906525,,,,
US,512GB,1626455769,Q2,Q2,1650906300,,,,
US,512GB,1626455779,Q2,Q2,1650906480,,,,
US,512GB,1626455787,Q2,Q2,1650907230,,,,
US,512GB,1626455795,Q2,Q2,1650905669,,,,
US,512GB,1626455824,Q2,Q2,1650906360,,,,
US,512GB,1626455885,Q2,Q2,1651164440,,,,
US,512GB,1626455889,Q2,Q2,1651164600,,,,
US,512GB,1626455889,Q2,Q2,1651164300,,,,
US,512GB,1626455895,Q2,Q2,1651164540,,,,
US,512GB,1626455901,Q2,Q2,1651164742,,,,
US,512GB,1626455906,Q2,Q2,1651509963,,,,
US,512GB,1626455907,Q2,Q2,1651510140,,,,
US,512GB,1626455910,Q2,Q2,1651510320,,,,
US,512GB,1626455924,Q2,Q2,1651484696,,,,
US,512GB,1626455975,Q2,Q2,1651510200,,,,
US,512GB,1626455983,Q2,Q2,1651535100,,,,
US,512GB,1626455984,Q2,Q2,1651510080,,,,
US,512GB,1626455988,Q2,Q2,1651769280,,,,
US,512GB,1626455990,Q2,Q2,1651769880,,,,
US,512GB,1626455990,Q2,Q2,1651770060,,,,
US,512GB,1626455991,Q2,Q2,1651769460,,,,
US,512GB,1626455991,Q2,Q2,1651769880,,,,
US,512GB,1626455994,Q2,Q2,1651769400,,,,
US,512GB,1626456000,Q2,Q2,1651723200,,,,
US,512GB,1626456003,Q2,Q2,1651769826,,,,
US,512GB,1626456003,Q2,Q2,1651769760,,,,
US,512GB,1626456098,Q2,Q2,1651769340,,,,
US,512GB,1626456107,Q2,Q2,1651769233,,,,
US,512GB,1626456114,Q2,Q2,1652115240,,,,
US,512GB,1626456124,Q2,Q2,1652114700,,,,
US,512GB,1626456127,Q2,Q2,1652113800,,,,
US,512GB,1626456148,Q2,Q2,1652116473,,,,
US,512GB,1626456153,Q2,Q2,1652114940,,,,
US,512GB,1626456156,Q2,Q2,1652114700,,,,
US,512GB,1626456160,Q2,Q2,1652115120,,,,
US,512GB,1626456167,Q2,Q2,1652374500,,,,
US,512GB,1626456179,Q2,Q2,1652374239,,,,
US,512GB,1626456180,Q2,Q2,1652374836,,,,
US,512GB,1626456182,Q2,Q2,1652374020,,,,
US,512GB,1626456183,Q2,Q2,1652374140,,,,
US,512GB,1626456184,Q2,Q2,1652374821,,,,
US,512GB,1626456192,Q2,Q2,1652374343,,,,
US,512GB,1626456248,Q2,Q2,1652719620,,,,
US,512GB,1626456310,Q2,Q2,1652676568,,,,
US,512GB,1626456317,Q2,Q2,1652720289,,,,
US,512GB,1626456319,Q2,Q2,1652694435,,,,
US,512GB,1626456321,Q2,Q2,1652722828,,,,
US,512GB,1626456328,Q2,Q2,1652719500,,,,
US,512GB,1626456328,Q2,Q2,1652722646,,,,
US,512GB,1626456328,Q2,Q2,1652719620,,,,
US,512GB,1626456329,Q2,Q2,1652719680,,,,
US,512GB,1626456330,Q2,Q2,1652719920,,,,
US,512GB,1626456333,Q2,Q2,1652722517,,,,
US,512GB,1626456333,Q2,Q2,1652720040,,,,
US,512GB,1626456334,Q2,Q2,1652723550,,,,
US,512GB,1626456334,Q2,Q2,1652719800,,,,
US,512GB,1626456335,Q2,Q2,1652734334,,,,
US,512GB,1626456336,Q2,Q2,1652719680,,,,
US,64GB,1626456519,Q2,Q2,1649089800,,,,
US,64GB,1626457052,Q2,Q2,1649323860,,,,
US,64GB,1626457664,Q2,Q2,1649694600,,,,
US,64GB,1626457806,Q2,Q2,1649953866,,,,
US,64GB,1626457833,Q2,Q2,1649953800,,,,
US,64GB,1626457860,Q2,Q2,1649953869,,,,
US,64GB,1626458398,Q2,Q2,1649961598,,,,
US,64GB,1626458425,Q2,Q2,1650299465,,,,
US,64GB,1626458609,Q2,Q2,1650324775,,,,
US,64GB,1626458631,Q2,Q2,1650313878,,,,
US,64GB,1626458740,Q2,Q2,1650299460,,,,
US,64GB,1626459090,Q2,Q2,1650299885,,,,
US,64GB,1626459374,Q2,Q2,1650559800,,,,
US,64GB,1626459388,Q2,Q2,1650559500,,,,
US,64GB,1626459840,Q2,Q2,1650559500,,,,
US,64GB,1626460474,Q2,Q2,1650882600,,,,
US,64GB,1626460477,Q2,Q2,1650904320,,,,
US,64GB,1626460530,Q2,Q2,1650904308,,,,
US,64GB,1626461948,Q2,Q2,1651165448,,,,
US,64GB,1626462004,Q2,Q2,1651510742,,,,
US,64GB,1626464395,Q2,Q2,1652113800,,,,
US,64GB,1626464396,Q2,Q2,1652088726,,,,
US,64GB,1626464451,Q2,Q2,1652113911,,,,
US,64GB,1626464460,Q2,Q2,1652113860,,,,
US,64GB,1626464601,Q2,Q2,1652113860,,,,
US,64GB,1626464700,Q2,Q2,1652371721,,,,
US,64GB,1626465294,Q2,Q2,1652373120,,,,
US,64GB,1626466097,Q2,Q2,1652736084,,,,
US,512GB,1626455254,Q2,Q1,1649091793,,,,
EU,512GB,1626456788,Q2,Q2,1649090760,,,,
EU,512GB,1626457301,Q2,Q2,1649091207,,,,
EU,512GB,1626457569,Q2,Q2,1649091077,,,,
EU,512GB,1626457885,Q2,Q2,1649353680,,,,
EU,512GB,1626457974,Q2,Q2,1649349840,,,,
EU,512GB,1626458084,Q2,Q2,1649350314,,,,
EU,512GB,1626458400,Q2,Q2,1649350320,,,,
EU,512GB,1626458745,Q2,Q2,1649342807,,,,
EU,512GB,1626459386,Q2,Q2,1649695873,,,,
EU,512GB,1626459393,Q2,Q2,1649695740,,,,
EU,512GB,1626459413,Q2,Q2,1649698028,,,,
EU,512GB,1626459426,Q2,Q2,1649695380,,,,
EU,512GB,1626459430,Q2,Q2,1649695750,,,,
EU,512GB,1626459916,Q2,Q2,1649696130,,,,
EU,512GB,1626460038,Q2,Q2,1649705762,,,,
EU,512GB,1626460373,Q2,Q2,1649695500,,,,
EU,512GB,1626460515,Q2,Q2,1649696100,,,,
EU,512GB,1626460522,Q2,Q2,1649697370,,,,
EU,512GB,1626460537,Q2,Q2,1649695500,,,,
EU,512GB,1626460596,Q2,Q2,1649954760,,,,
EU,512GB,1626461040,Q2,Q2,1649954640,,,,
EU,512GB,1626461147,Q2,Q2,1649954654,,,,
EU,512GB,1626461449,Q2,Q2,1649954880,,,,
EU,512GB,1626462016,Q2,Q2,1649954764,,,,
EU,512GB,1626462019,Q2,Q2,1649954957,,,,
EU,512GB,1626462088,Q2,Q2,1649954650,,,,
EU,512GB,1626462780,Q2,Q2,1649954580,,,,
EU,512GB,1626462816,Q2,Q2,1649954638,,,,
EU,512GB,1626462900,Q2,Q2,1650307860,,,,
EU,512GB,1626463186,Q2,Q2,1650304080,,,,
EU,512GB,1626463518,Q2,Q2,1650300548,,,,
EU,512GB,1626463535,Q2,Q2,1650300484,,,,
EU,512GB,1626463554,Q2,Q2,1650316221,,,,
EU,512GB,1626464005,Q2,Q2,1650300420,,,,
EU,512GB,1626464679,Q2,Q2,1650558995,,,,
EU,512GB,1626464940,Q2,Q2,1650558660,,,,
EU,512GB,1626465000,Q2,Q2,1650559320,,,,
EU,512GB,1626465310,Q2,Q2,1650559320,,,,
EU,512GB,1626465328,Q2,Q2,1650558803,,,,
EU,512GB,1626465420,Q2,Q2,1650560400,,,,
EU,512GB,1626465814,Q2,Q2,1650567600,,,,
EU,512GB,1626465962,Q2,Q2,1650906420,,,,
EU,512GB,1626465981,Q2,Q2,1650913698,,,,
EU,512GB,1626466042,Q2,Q2,1650905280,,,,
EU,512GB,1626466216,Q2,Q2,1650905681,,,,
EU,512GB,1626467200,Q2,Q2,1650906420,,,,
EU,512GB,1626467291,Q2,Q2,1650905589,,,,
EU,512GB,1626467399,Q2,Q2,1650899628,,,,
EU,512GB,1626467460,Q2,Q2,1650906780,,,,
EU,512GB,1626467994,Q2,Q2,1651164316,,,,
EU,512GB,1626468164,Q2,Q2,1651157041,,,,
EU,512GB,1626468274,Q2,Q2,1651164480,,,,
EU,512GB,1626468389,Q2,Q2,1651164660,,,,
EU,512GB,1626469080,Q2,Q2,1651164384,,,,
EU,512GB,1626469207,Q2,Q2,1651162440,,,,
EU,512GB,1626469560,Q2,Q2,1651190399,,,,
EU,512GB,1626469926,Q2,Q2,1651165256,,,,
EU,512GB,1626470592,Q2,Q2,1651164855,,,,
EU,512GB,1626470630,Q2,Q2,1651516200,,,,
EU,512GB,1626470880,Q2,Q2,1650307560,,,,
EU,512GB,1626471237,Q2,Q2,1651510080,,,,
EU,512GB,1626472067,Q2,Q2,1651510021,,,,
EU,512GB,1626472160,Q2,Q2,1651517600,,,,
EU,512GB,1626472800,Q2,Q2,1652375340,,,,
EU,512GB,1626473700,Q2,Q2,1651510260,,,,
EU,512GB,1626473708,Q2,Q2,1651511251,,,,
EU,512GB,1626474240,Q2,Q2,1651513500,,,,
EU,512GB,1626474547,Q2,Q2,1651510260,,,,
EU,512GB,1626475087,Q2,Q2,1651769700,,,,
EU,512GB,1626475470,Q2,Q2,1651769131,,,,
EU,512GB,1626477611,Q2,Q2,1651764661,,,,
EU,512GB,1626485132,Q2,Q2,1651769400,,,,
EU,512GB,1626486420,Q2,Q2,1651769580,,,,
EU,512GB,1626502825,Q2,Q2,1652114835,,,,
EU,512GB,1626504295,Q2,Q2,1652115359,,,,
EU,512GB,1626505368,Q2,Q2,1652115221,,,,
EU,512GB,1626506107,Q2,Q2,1652083652,,,,
EU,512GB,1626509419,Q2,Q2,1652374305,,,,
EU,512GB,1626510993,Q2,Q2,1652385600,,,,
EU,512GB,1626511796,Q2,Q2,1652374500,,,,
EU,512GB,1626512041,Q2,Q2,1652374088,,,,
EU,512GB,1626513846,Q2,Q2,1652384949,,,,
EU,512GB,1626514152,Q2,Q2,1652366927,,,,
EU,512GB,1626514287,Q2,Q2,1652341867,,,,
EU,512GB,1626515513,Q2,Q2,1652719741,,,,
EU,512GB,1626515611,Q2,Q2,1652726865,,,,
EU,512GB,1626517316,Q2,Q2,1651467056,,,,
EU,512GB,1626517807,Q2,Q2,1652719800,,,,
EU,512GB,1626518842,Q2,Q2,1652727183,,,,
EU,512GB,1626458033,Q2,Q1,1649344381,,,,
EU,256GB,1626458412,Q2,Q2,1649090409,,,,
EU,256GB,1626458727,Q2,Q2,1649090340,,,,
EU,256GB,1626459360,Q2,Q2,1649090139,,,,
EU,256GB,1626460183,Q2,Q2,1649356920,,,,
EU,256GB,1626461585,Q2,Q2,1649695758,,,,
EU,256GB,1626461808,Q2,Q2,1649695533,,,,
EU,256GB,1626461983,Q2,Q2,1649690321,,,,
EU,256GB,1626462017,Q2,Q2,1649342220,,,,
EU,256GB,1626462187,Q2,Q2,1649702280,,,,
EU,256GB,1626463497,Q2,Q2,1649954117,,,,
EU,256GB,1626463744,Q2,Q2,1649954365,,,,
EU,256GB,1626463860,Q2,Q2,1649954012,,,,
EU,256GB,1626463919,Q2,Q2,1649954220,,,,
EU,256GB,1626463920,Q2,Q2,1649954400,,,,
EU,256GB,1626463923,Q2,Q2,1649954541,,,,
EU,256GB,1626464217,Q2,Q2,1649955600,,,,
EU,256GB,1626464486,Q2,Q2,1650300060,,,,
EU,256GB,1626465074,Q2,Q2,1650299880,,,,
EU,256GB,1626465257,Q2,Q2,1650300108,,,,
EU,256GB,1626465660,Q2,Q2,1650566152,,,,
EU,256GB,1626468031,Q2,Q2,1650904444,,,,
EU,256GB,1626468158,Q2,Q2,1650908270,,,,
EU,256GB,1626468175,Q2,Q2,1650889452,,,,
EU,256GB,1626469889,Q2,Q2,1650904740,,,,
EU,256GB,1626469986,Q2,Q2,1650906972,,,,
EU,256GB,1626470427,Q2,Q2,1650901200,,,,
EU,256GB,1626470680,Q2,Q2,1651175326,,,,
EU,256GB,1626471217,Q2,Q2,1651163700,,,,
EU,256GB,1626472307,Q2,Q2,1651164000,,,,
EU,256GB,1626472582,Q2,Q2,1651163962,,,,
EU,256GB,1626472701,Q2,Q2,1651170912,,,,
EU,256GB,1626473267,Q2,Q2,1651508579,,,,
EU,256GB,1626473992,Q2,Q2,1651163598,,,,
EU,256GB,1626474041,Q2,Q2,1651164748,,,,
EU,256GB,1626475476,Q2,Q2,1651509360,,,,
EU,256GB,1626476160,Q2,Q2,1651509720,,,,
EU,256GB,1626476933,Q2,Q2,1651509767,,,,
EU,256GB,1626478751,Q2,Q2,1651502344,,,,
EU,256GB,1626480788,Q2,Q2,1651509360,,,,
EU,256GB,1626484076,Q2,Q2,1651509740,,,,
EU,256GB,1626493796,Q2,Q2,1651775640,,,,
EU,256GB,1626499070,Q2,Q2,1651776851,,,,
EU,256GB,1626499300,Q2,Q2,1651768989,,,,
EU,256GB,1626505313,Q2,Q2,1651768709,,,,
EU,256GB,1626506679,Q2,Q2,1651775940,,,,
EU,256GB,1626508087,Q2,Q2,1652114783,,,,
EU,256GB,1626508594,Q2,Q2,1652114580,,,,
EU,256GB,1626512317,Q2,Q2,1652114400,,,,
EU,256GB,1626516315,Q2,Q2,1652375640,,,,
EU,256GB,1626518771,Q2,Q2,1652381459,,,,
EU,256GB,1626519418,Q2,Q2,1652380517,,,,
EU,256GB,1626520932,Q2,Q2,1652373420,,,,
EU,256GB,1626524473,Q2,Q2,1652719200,,,,
EU,256GB,1626526033,Q2,Q2,1652722942,,,,
EU,256GB,1626526960,Q2,Q2,1652731139,,,,
EU,256GB,1626528727,Q2,Q2,1652720724,,,,
EU,256GB,1626528776,Q2,Q2,1652719320,,,,
EU,256GB,1626530685,Q2,Q2,1652719440,,,,
EU,256GB,1626531126,Q2,Q2,1652719033,,,,
EU,64GB,1626508164,Q2,Q2,1649099096,,,,
EU,64GB,1626513235,Q2,Q2,1649341953,,,,
EU,64GB,1626534980,Q2,Q2,1650559920,,,,
EU,64GB,1626554015,Q2,Q2,1651156260,,,,
EU,64GB,1626555348,Q2,Q2,1651170731,,,,
EU,64GB,1626617004,Q2,Q2,1652373103,,,,
UK,512GB,1626455241,Q2,Q2,1649353380,,,,
UK,512GB,1626455532,Q2,Q2,1650304415,,,,
UK,512GB,1626455532,Q2,Q2,1650300556,,,,
UK,512GB,1626455540,Q2,Q2,1650300240,,,,
UK,256GB,1626455544,Q2,Q2,1649090260,,,,
UK,512GB,1626455592,Q2,Q2,1650559020,,,,
UK,512GB,1626455601,Q2,Q2,1650906720,,,,
UK,512GB,1626455603,Q2,Q2,1650906840,,,,
UK,512GB,1626455607,Q2,Q2,1650909062,,,,
UK,512GB,1626455610,Q2,Q2,1650905667,,,,
UK,256GB,1626455661,Q2,Q2,1649695200,,,,
UK,256GB,1626455707,Q2,Q2,1649698500,,,,
UK,512GB,1626455761,Q2,Q2,1651765767,,,,
UK,256GB,1626455767,Q2,Q2,1649957804,,,,
UK,512GB,1626455781,Q2,Q2,1652118480,,,,
UK,512GB,1626455781,Q2,Q2,1652111248,,,,
UK,256GB,1626455873,Q2,Q2,1650299700,,,,
UK,256GB,1626455886,Q2,Q2,1650299994,,,,
UK,512GB,1626455892,Q2,Q2,1652374020,,,,
UK,512GB,1626455893,Q2,Q2,1652374560,,,,
UK,512GB,1626455912,Q2,Q2,1652723562,,,,
UK,256GB,1626455915,Q2,Q2,1650559200,,,,
UK,256GB,1626455991,Q2,Q2,1650906676,,,,
UK,256GB,1626456106,Q2,Q2,1650873600,,,,
UK,256GB,1626456130,Q2,Q2,1650904620,,,,
UK,256GB,1626456155,Q2,Q2,1650904620,,,,
UK,256GB,1626456179,Q2,Q2,1651167358,,,,
UK,256GB,1626456181,Q2,Q2,1651162980,,,,
UK,256GB,1626456336,Q2,Q2,1651513440,,,,
UK,256GB,1626456884,Q2,Q2,1652114220,,,,
UK,256GB,1626456968,Q2,Q2,1652114340,,,,
UK,256GB,1626456977,Q2,Q2,1652373455,,,,
UK,256GB,1626457047,Q2,Q2,1652377280,,,,
UK,256GB,1626457056,Q2,Q2,1652376843,,,,
UK,64GB,1626457298,Q2,Q2,1649089800,,,,
UK,64GB,1626461780,Q2,Q2,1649914260,,,,
UK,64GB,1626462815,Q2,Q2,1649953822,,,,
UK,64GB,1626463920,Q2,Q2,1649957400,,,,
UK,64GB,1626512004,Q2,Q2,1652113800,,,,
UK,64GB,1626523437,Q2,Q2,1652715120,,,,
UK,64GB,1626527940,Q2,Q2,1652720304,,,,
US,512GB,1626454855,December,Q1,1646675340,,,,
US,512GB,1626454855,December,Q1,1646675193,,,,
US,512GB,1626454966,December,Q1,1646675040,,,,
UK,512GB,1626454970,December,Q1,1646679000,,,,
UK,512GB,1626454989,December,Q1,1647276120,,,,
US,512GB,1626454990,December,Q1,1646629200,,,,
US,512GB,1626454992,December,Q1,1646680491,,,,
US,512GB,1626454997,December,Q1,1646675180,,,,
UK,512GB,1626455001,December,Q1,1647280062,,,,
US,512GB,1626455001,December,Q1,1647276518,,,,
UK,256GB,1626455083,December,Q1,1646674800,,,,
US,256GB,1626455090,December,Q1,1646674860,,,,
US,256GB,1626455130,December,Q1,1646675032,,,,
UK,256GB,1626455184,December,Q1,1646674789,,,,
US,512GB,1626455216,December,Q1,1647880680,,,,
US,256GB,1626455223,December,Q1,1646674920,,,,
US,512GB,1626455224,December,Q1,1647880680,,,,
US,256GB,1626455226,December,Q1,1646674680,,,,
US,256GB,1626455232,December,Q1,1647290511,,,,
US,256GB,1626455243,December,Q1,1647275813,,,,
US,256GB,1626455251,December,Q1,1647275912,,,,
EU,512GB,1626455281,December,Q1,1646675449,,,,
EU,512GB,1626455384,December,Q1,1646675208,,,,
US,256GB,1626455524,December,Q1,1647880505,,,,
EU,512GB,1626455537,December,Q1,1646675400,,,,
EU,512GB,1626455557,December,Q1,1646675198,,,,
EU,512GB,1626455591,December,Q1,1647276000,,,,
EU,256GB,1626455592,December,Q1,1646675217,,,,
US,64GB,1626455638,December,Q1,1646674260,,,,
EU,512GB,1626455671,December,Q1,1647276060,,,,
EU,512GB,1626455755,December,Q1,1647276086,,,,
EU,256GB,1626455765,December,Q1,1646674858,,,,
EU,512GB,1626455900,December,Q1,1647880830,,,,
EU,512GB,1626456062,December,Q1,1647880843,,,,
EU,512GB,1626456158,December,Q1,1648496689,,,,
EU,512GB,1626456176,December,Q1,1648485840,,,,
EU,64GB,1626459131,December,Q1,1646674320,,,,
EU,64GB,1626464450,December,Q1,1647279109,,,,
UK,512GB,1626455226,,Q2,1649091240,,,,
US,512GB,1626455330,,Q2,1649350200,,,,
US,512GB,1626455506,,Q2,1649656800,,,,
US,512GB,1626455608,,Q2,1649954880,,,,
UK,512GB,1626455656,After Q2,Q2,1651510239,,,,
