Region,Model,Reserve Time,Initial Valve Estimate,Quarter,Order Date,,,,
US,512GB,1626455676,,Q2,1650577504,,,,
US,512GB,1626455876,,Q2,1651164360,,,,
US,512GB,1626455914,,Q2,1651510126,,,,
US,512GB,1626456107,,Q2,1651769333,,,,
US,512GB,1626456130,After Q2,Q2,1652115060,,,,
US,256GB,1626456144,,Q2,1649954328,,,,
US,512GB,1626456187,,Q2,1652374127,,,,
US,256GB,1626456342,After Q2,Q2,1650296186,,,,
US,256GB,1626456521,After Q2,Q2,1650305774,,,,
EU,512GB,1626458729,,Q2,1649350098,,,,
US,256GB,1626458734,,Q2,1651509660,,,,
US,256GB,1626459354,,Q2,1651770556,,,,
US,256GB,1626459367,,Q2,1651769531,,,,
US,256GB,1626460332,,Q2,1652096100,,,,
EU,512GB,1626460450,,Q2,1649695800,,,,
EU,512GB,1626469203,,Q2,1651164360,,,,
UK,64GB,1626470227,,Q2,1650907800,,,,
EU,512GB,1626474919,,Q2,1651510380,,,,
EU,256GB,1626488135,,Q2,1651509600,,,,
EU,256GB,1626509445,,Q2,1652114160,,,,
EU,512GB,1626512520,,Q2,1652374500,,,,
EU,256GB,1626521748,,Q2,1652367067,,,,
EU,256GB,1626527095,,Q2,1652719326,,,,
EU,256GB,1626527315,,Q2,1652726220,,,,
US,512GB,1626455238,Q1,Q2,1649091000,,,,
US,512GB,1626455239,Q1,Q2,1649089320,,,,
US,512GB,1626455240,Q1,Q2,1649091090,,,,
US,512GB,1626455240,Q1,Q2,1649090700,,,,
US,512GB,1626455243,Q1,Q2,1649076415,,,,
US,512GB,1626455245,Q1,Q2,1649091901,,,,
US,512GB,1626455246,Q1,Q2,1649091120,,,,
US,512GB,1626455247,Q1,Q2,1649091000,,,,
US,512GB,1626455248,Q1,Q2,1649091000,,,,
US,512GB,1626455257,Q1,Q2,1649350057,,,,
US,512GB,1626455264,Q1,Q2,1649350233,,,,
US,512GB,1626455266,Q1,Q2,1649349960,,,,
US,512GB,1626455294,Q1,Q2,1649350320,,,,
US,512GB,1626455380,Q1,Q2,1649350020,,,,
US,512GB,1626455386,Q1,Q2,1649350051,,,,
US,512GB,1626455390,Q1,Q2,1649350440,,,,
US,512GB,1626455404,Q1,Q2,1649350020,,,,
US,512GB,1626455421,Q1,Q2,1649349900,,,,
US,512GB,1626455439,Q1,Q2,1649349840,,,,
US,512GB,1626455441,Q1,Q2,1649349832,,,,
US,512GB,1626455442,Q1,Q2,1649349900,,,,
US,512GB,1626455460,Q1,Q2,1649696400,,,,
US,512GB,1626455489,Q1,Q2,1649695833,,,,
US,512GB,1626455491,Q1,Q2,1649695800,,,,
US,512GB,1626455492,Q1,Q2,1649696040,,,,
US,512GB,1626455492,Q1,Q2,1649696618,,,,
US,512GB,1626455500,Q1,Q2,1649695610,,,,
US,512GB,1626455506,Q1,Q2,1649695980,,,,
US,512GB,1626455509,Q1,Q2,1649696100,,,,
US,512GB,1626455515,Q1,Q2,1649695980,,,,
US,512GB,1626455516,Q1,Q2,1649695868,,,,
US,512GB,1626455520,Q1,Q2,1649695440,,,,
US,512GB,1626455520,Q1,Q2,1650300720,,,,
US,512GB,1626455521,Q1,Q2,1649696461,,,,
US,512GB,1626455522,Q1,Q2,1649695693,,,,
US,512GB,1626455525,Q1,Q2,1649695620,,,,
US,512GB,1626455528,Q1,Q2,1649695501,,,,
US,512GB,1626455530,Q1,Q2,1649695758,,,,
US,512GB,1626455538,Q1,Q2,1649695800,,,,
US,512GB,1626455544,Q1,Q2,1649695440,,,,
US,512GB,1626455546,Q1,Q2,1649695826,,,,
US,512GB,1626455552,Q1,Q2,1649695560,,,,
US,512GB,1626455555,Q1,Q2,1649695827,,,,
US,512GB,1626455558,Q1,Q2,1649695560,,,,
US,512GB,1626455558,Q1,Q2,1649696096,,,,
US,512GB,1626455562,Q1,Q2,1649652900,,,,
US,512GB,1626455562,Q1,Q2,1649695997,,,,
US,512GB,1626455564,Q1,Q2,1649695800,,,,
US,512GB,1626455572,Q1,Q2,1649954735,,,,
US,512GB,1626455582,Q1,Q2,1649955180,,,,
US,512GB,1626455582,Q1,Q2,1649955600,,,,
US,512GB,1626455587,Q1,Q2,1649962030,,,,
US,512GB,1626455587,Q1,Q2,1649954665,,,,
US,512GB,1626455589,Q1,Q2,1649954906,,,,
US,512GB,1626455590,Q1,Q2,1649955120,,,,
US,512GB,1626455591,Q1,Q2,1649954927,,,,
US,512GB,1626455593,Q1,Q2,1649971457,,,,
US,512GB,1626455596,Q1,Q2,1649954649,,,,
US,512GB,1626455596,Q1,Q2,1649955060,,,,
US,512GB,1626455598,Q1,Q2,1649955600,,,,
US,512GB,1626455598,Q1,Q2,1649954760,,,,
US,512GB,1626455615,Q1,Q2,1649954760,,,,
US,512GB,1626455617,Q1,Q2,1649956194,,,,
US,512GB,1626455620,Q1,Q2,1650300474,,,,
US,512GB,1626455621,Q1,Q2,1650300564,,,,
US,512GB,1626455623,Q1,Q2,1650300420,,,,
US,512GB,1626455624,Q1,Q2,1650300598,,,,
US,512GB,1626455626,Q1,Q2,1650301118,,,,
US,512GB,1626455629,Q1,Q2,1650300240,,,,
US,512GB,1626455647,Q1,Q2,1650300600,,,,
US,512GB,1626455647,Q1,Q2,1650300540,,,,
US,512GB,1626455651,Q1,Q2,1650302066,,,,
US,512GB,1626455655,Q1,Q2,1650301080,,,,
US,512GB,1626455659,Q1,Q2,1650300420,,,,
US,512GB,1626455671,Q1,Q2,1650559641,,,,
US,512GB,1626455672,Q1,Q2,1650906600,,,,
US,512GB,1626455676,Q1,Q2,1650559305,,,,
US,512GB,1626455678,Q1,Q2,1650558528,,,,
US,512GB,1626455683,Q1,Q2,1650558660,,,,
US,512GB,1626455687,Q1,Q2,1650559504,,,,
US,512GB,1626455691,Q1,Q2,1650559320,,,,
US,512GB,1626455709,Q1,Q2,1650559380,,,,
US,512GB,1626455717,Q1,Q2,1651164257,,,,
US,512GB,1626455717,Q1,Q2,1650560320,,,,
US,512GB,1626455718,Q1,Q2,1650559680,,,,
US,512GB,1626455758,Q1,Q2,1650559500,,,,
US,512GB,1626455758,Q1,Q2,1650560117,,,,
US,512GB,1626455759,Q1,Q2,1651164480,,,,
US,512GB,1626455761,Q1,Q2,1650882603,,,,
US,512GB,1626455763,Q1,Q2,1650906360,,,,
US,512GB,1626455765,Q1,Q2,1650914331,,,,
US,512GB,1626455786,Q1,Q2,1650906688,,,,
US,512GB,1626455795,Q1,Q2,1650905580,,,,
US,512GB,1626455815,Q1,Q2,1650905640,,,,
US,512GB,1626455818,Q1,Q2,1650905640,,,,
US,512GB,1626455820,Q1,Q2,1650906540,,,,
US,512GB,1626455820,Q1,Q2,1649350320,,,,
US,512GB,1626455838,Q1,Q2,1650907260,,,,
US,512GB,1626455840,Q1,Q2,1650906425,,,,
US,512GB,1626455847,Q1,Q2,1650906289,,,,
US,512GB,1626455847,Q1,Q2,1650905280,,,,
US,512GB,1626455856,Q1,Q2,1650906540,,,,
US,512GB,1626455867,Q1,Q2,1651164420,,,,
US,512GB,1626455875,Q1,Q2,1651164700,,,,
US,512GB,1626455876,Q1,Q2,1651164200,,,,
US,512GB,1626455879,Q1,Q2,1651164780,,,,
US,512GB,1626455879,Q1,Q2,1651164211,,,,
US,512GB,1626455879,Q1,Q2,1651164780,,,,
US,512GB,1626455884,Q1,Q2,1651113045,,,,
US,512GB,1626455886,Q1,Q2,1651164300,,,,
US,512GB,1626455892,Q1,Q2,1651164780,,,,
US,512GB,1626455893,Q1,Q2,1651164720,,,,
US,512GB,1626455893,Q1,Q2,1651150080,,,,
US,512GB,1626455894,Q1,Q2,1651171557,,,,
US,512GB,1626455895,Q1,Q2,1651177435,,,,
US,512GB,1626455896,Q1,Q2,1651164300,,,,
US,512GB,1626455896,Q1,Q2,1651188305,,,,
US,512GB,1626455897,Q1,Q2,1651164180,,,,
US,512GB,1626455900,Q1,Q2,1651164180,,,,
US,512GB,1626455900,Q1,Q2,1651164540,,,,
US,512GB,1626455901,Q1,Q2,1651164720,,,,
US,512GB,1626455910,Q1,Q2,1651510624,,,,
US,512GB,1626455912,Q1,Q2,1651510380,,,,
US,512GB,1626455914,Q1,Q2,1651509960,,,,
US,512GB,1626455916,Q1,Q2,1651510320,,,,
US,512GB,1626455919,Q1,Q2,1651509960,,,,
US,512GB,1626455921,Q1,Q2,1651510132,,,,
US,512GB,1626455922,Q1,Q2,1651510184,,,,
US,512GB,1626455922,Q1,Q2,1651510388,,,,
US,512GB,1626455962,Q1,Q2,1651511520,,,,
US,512GB,1626455979,Q1,Q2,1651510500,,,,
US,512GB,1626455981,Q1,Q2,1651528214,,,,
US,512GB,1626455987,Q1,Q2,1651769668,,,,
US,512GB,1626455987,Q1,Q2,1651770175,,,,
US,512GB,1626455988,Q1,Q2,1651769324,,,,
US,512GB,1626455991,Q1,Q2,1651769400,,,,
US,512GB,1626455992,Q1,Q2,1651769512,,,,
US,512GB,1626455993,Q1,Q2,1651770180,,,,
US,512GB,1626456058,Q1,Q2,1651769880,,,,
US,512GB,1626456060,Q1,Q2,1651769580,,,,
US,512GB,1626456090,Q1,Q2,1651744114,,,,
US,512GB,1626456100,Q1,Q2,1651767240,,,,
US,512GB,1626456107,Q1,Q2,1651769280,,,,
US,512GB,1626456123,Q1,Q2,1652115360,,,,
US,512GB,1626456123,Q1,Q2,1652120820,,,,
US,512GB,1626456129,Q1,Q2,1652089800,,,,
US,512GB,1626456131,Q1,Q2,1652114940,,,,
US,512GB,1626456131,Q1,Q2,1652116366,,,,
US,512GB,1626456135,Q1,Q2,1652116426,,,,
US,512GB,1626456144,Q1,Q2,1652115120,,,,
US,512GB,1626456155,Q1,Q2,1652093820,,,,
US,512GB,1626456170,Q1,Q2,1652374080,,,,
US,512GB,1626456173,Q1,Q2,1652373954,,,,
US,512GB,1626456178,Q1,Q2,1652373960,,,,
US,512GB,1626456182,Q1,Q2,1652392020,,,,
US,512GB,1626456184,Q1,Q2,1652373983,,,,
US,512GB,1626456186,Q1,Q2,1652383950,,,,
US,512GB,1626456187,Q1,Q2,1652374800,,,,
US,512GB,1626456188,Q1,Q2,1652349360,,,,
US,512GB,1626456190,Q1,Q2,1652374080,,,,
US,512GB,1626456193,Q1,Q2,1652373900,,,,
US,512GB,1626456194,Q1,Q2,1651769650,,,,
US,512GB,1626456197,Q1,Q2,1652374329,,,,
US,512GB,1626456213,Q1,Q2,1652374320,,,,
US,512GB,1626456304,Q1,Q2,1652719800,,,,
US,512GB,1626456306,Q1,Q2,1652719662,,,,
US,512GB,1626456312,Q1,Q2,1652719560,,,,
US,512GB,1626456312,Q1,Q2,1652719622,,,,
US,512GB,1626456314,Q1,Q2,1652722646,,,,
US,512GB,1626456315,Q1,Q2,1652719800,,,,
US,512GB,1626456317,Q1,Q2,1652719824,,,,
US,512GB,1626456319,Q1,Q2,1652719620,,,,
US,512GB,1626456323,Q1,Q2,1652719727,,,,
US,512GB,1626456329,Q1,Q2,1652720100,,,,
US,512GB,1626456330,Q1,Q2,1652705700,,,,
US,512GB,1626456332,Q1,Q2,1652719500,,,,
US,512GB,1626456333,Q1,Q2,1652719620,,,,
US,512GB,1626456335,Q1,Q2,1652736478,,,,
US,512GB,1626456335,Q1,Q2,1652723683,,,,
US,512GB,1626456336,Q1,Q2,1652719529,,,,
US,256GB,1626455629,Q1,Q2,1649090640,,,,
US,256GB,1626455653,Q1,Q2,1649090160,,,,
US,256GB,1626455658,Q1,Q2,1649090640,,,,
US,256GB,1626455659,Q1,Q2,1649100235,,,,
US,256GB,1626455664,Q1,Q2,1649090400,,,,
US,256GB,1626455705,Q1,Q2,1649090416,,,,
US,256GB,1626455769,Q1,Q2,1649349480,,,,
US,256GB,1626455787,Q1,Q2,1649350462,,,,
US,256GB,1626455821,Q1,Q2,1649349480,,,,
US,256GB,1626455877,Q1,Q2,1649349436,,,,
US,256GB,1626455884,Q1,Q2,1649349805,,,,
US,256GB,1626455891,Q1,Q2,1649349540,,,,
US,256GB,1626455894,Q1,Q2,1649353250,,,,
US,256GB,1626455895,Q1,Q2,1649349447,,,,
US,256GB,1626455900,Q1,Q2,1649349560,,,,
US,256GB,1626455905,Q1,Q2,1649349300,,,,
US,256GB,1626455906,Q1,Q2,1649349300,,,,
US,256GB,1626455912,Q1,Q2,1649353500,,,,
US,256GB,1626455915,Q1,Q2,1649695080,,,,
US,256GB,1626455918,Q1,Q2,1649694860,,,,
US,256GB,1626455974,Q1,Q2,1649709251,,,,
US,256GB,1626455977,Q1,Q2,1649705899,,,,
US,256GB,1626455979,Q1,Q2,1649695320,,,,
US,256GB,1626455985,Q1,Q2,1649687850,,,,
US,256GB,1626455988,Q1,Q2,1649695527,,,,
US,256GB,1626455990,Q1,Q2,1649695287,,,,
US,256GB,1626455991,Q1,Q2,1649695320,,,,
US,256GB,1626455993,Q1,Q2,1649695260,,,,
US,256GB,1626455995,Q1,Q2,1649695200,,,,
US,256GB,1626456000,Q1,Q2,1649695090,,,,
US,256GB,1626456000,Q1,Q2,1649696400,,,,
US,256GB,1626456060,Q1,Q2,1649695260,,,,
US,256GB,1626456098,Q1,Q2,1649695159,,,,
US,256GB,1626456114,Q1,Q2,1649721364,,,,
US,256GB,1626456129,Q1,Q2,1649709332,,,,
US,256GB,1626456142,Q1,Q2,1649954280,,,,
US,256GB,1626456157,Q1,Q2,1649969496,,,,
US,256GB,1626456163,Q1,Q2,1649954305,,,,
US,256GB,1626456168,Q1,Q2,1649954220,,,,
US,256GB,1626456180,Q1,Q2,1649954350,,,,
US,256GB,1626456184,Q1,Q2,1649954580,,,,
US,256GB,1626456185,Q1,Q2,1649954128,,,,
US,256GB,1626456189,Q1,Q2,1649911011,,,,
US,256GB,1626456199,Q1,Q2,1649954220,,,,
US,256GB,1626456204,Q1,Q2,1649954178,,,,
US,256GB,1626456320,Q1,Q2,1649954100,,,,
US,256GB,1626456330,Q1,Q2,1650299820,,,,
US,256GB,1626456330,Q1,Q2,1650299725,,,,
US,256GB,1626456335,Q1,Q2,1650301200,,,,
US,256GB,1626456336,Q1,Q2,1650318474,,,,
US,256GB,1626456345,Q1,Q2,1650299640,,,,
US,256GB,1626456351,Q1,Q2,1650242040,,,,
US,256GB,1626456352,Q1,Q2,1650299640,,,,
US,256GB,1626456352,Q1,Q2,1650300574,,,,
US,256GB,1626456355,Q1,Q2,1650299760,,,,
US,256GB,1626456480,Q1,Q2,1650299820,,,,
US,256GB,1626456480,Q1,Q2,1650314340,,,,
US,256GB,1626456515,Q1,Q2,1649694900,,,,
US,256GB,1626456568,Q1,Q2,1650299916,,,,
US,256GB,1626456569,Q1,Q2,1650310289,,,,
US,256GB,1626456572,Q1,Q2,1650300180,,,,
US,256GB,1626456589,Q1,Q2,1650299880,,,,
US,256GB,1626456706,Q1,Q2,1650560280,,,,
US,256GB,1626456712,Q1,Q2,1650559599,,,,
US,256GB,1626456717,Q1,Q2,1650559487,,,,
US,256GB,1626456726,Q1,Q2,1650559913,,,,
US,256GB,1626456755,Q1,Q2,1650562410,,,,
US,256GB,1626456788,Q1,Q2,1650559020,,,,
US,256GB,1626456822,Q1,Q2,1650559740,,,,
US,256GB,1626456981,Q1,Q2,1650559020,,,,
US,256GB,1626457043,Q1,Q2,1650904740,,,,
US,256GB,1626457049,Q1,Q2,1650904626,,,,
US,256GB,1626457066,Q1,Q2,1650904740,,,,
US,256GB,1626457282,Q1,Q2,1650904980,,,,
US,256GB,1626457283,Q1,Q2,1650904440,,,,
US,256GB,1626457286,Q1,Q2,1650905004,,,,
US,256GB,1626457290,Q1,Q2,1650905100,,,,
US,256GB,1626457295,Q1,Q2,1650901208,,,,
US,256GB,1626457307,Q1,Q2,1650905585,,,,
US,256GB,1626457318,Q1,Q2,1650890128,,,,
US,256GB,1626457486,Q1,Q2,1650904672,,,,
US,256GB,1626457629,Q1,Q2,1650904860,,,,
US,256GB,1626457664,Q1,Q2,1651164000,,,,
US,256GB,1626457819,Q1,Q2,1651164000,,,,
US,256GB,1626457834,Q1,Q2,1651163700,,,,
US,256GB,1626457915,Q1,Q2,1651163820,,,,
US,256GB,1626458049,Q1,Q2,1651184407,,,,
US,256GB,1626458076,Q1,Q2,1651165196,,,,
US,256GB,1626458302,Q1,Q2,1651164856,,,,
US,256GB,1626458393,Q1,Q2,1651510050,,,,
US,256GB,1626458576,Q1,Q2,1651509435,,,,
US,256GB,1626458655,Q1,Q2,1651509180,,,,
